"var","label","labels"
"qn4005","是否是个体劳动者协会成员","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qn1101","对本县市政府评价","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:有很大成绩, 2:有一定成绩, 3:没有多大成绩, 4:没有成绩, 5:比之前更糟了"
"qn1702","法院在判大案听取当地政府","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qn6012","环境保护","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qn6013","贫富差距","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qn6014","就业问题","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qn6015","教育问题","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qn6016","医疗问题","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qn6017","住房问题","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qn6018","社会保障","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qn6011","政府腐败","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qn7","村/居委会选举投票","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:没有数据, 1:有, 5:没有, 79:情况不适用"
"qp101","当前身高（厘米）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qp102","当前体重（斤）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qa101","出生时的体重(斤)","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qp103","习惯用手","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:左手, 5:右手"
"qp201","健康状况","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:非常健康, 2:很健康, 3:比较健康, 4:一般, 5:不健康"
"qp202","健康变化情况","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:更好, 3:没有变化, 5:更差"
"qp301","过去两周身体是否不适","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qp302code","QP302code",":"
"qp5code","过去12个月最严重的疾病",":"
"qp303","您觉得病伤程度","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:不严重, 3:一般, 5:严重"
"qp304","看过医生吗","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:看过, 5:没有看过"
"qp401","半年内是否有慢性疾病","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qp402acode","QP402A 慢性疾病编码1",":"
"qp402bcode","QP402B 慢性疾病编码2",":"
"qc401","过去12个月是否因病住院","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qc7a","住院总费用（元）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qc7b","其他伤病花费（元）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"metotal","医疗总花费","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qc701","医疗费用自付花费（元）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qq701a","近一年您生病时谁照顾","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:父母, 2:配偶, 3:子女或其配偶, 4:孙子女或其配偶, 5:其他家庭成员, 6:朋友, 7:社会服务, 8:保姆, 9:没有生过病, 10:没有人照顾/不需要人照顾, 77:其他人员"
"qp601","一般去哪里看病","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:综合医院, 2:专科医院, 3:社区卫生服务中心/乡镇卫生院, 4:社区卫生服务站/村卫生室, 5:诊所"
"qp602","对看病点条件满意度","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:很不满意, 2:不满意, 3:一般, 4:满意, 5:很满意"
"qp603","看病点医疗水平","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:很不好, 2:不好, 3:一般, 4:好, 5:很好"
"qp605_s_1","医疗保险类型1","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:公费医疗, 2:城镇职工医疗保险, 3:城镇居民医疗保险(含一老一小保险), 4:补充医疗保险, 5:新型农村合作医疗, 6:城乡居民基本医疗保险, 78:以上都没有"
"qp605_s_2","医疗保险类型2","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:公费医疗, 2:城镇职工医疗保险, 3:城镇居民医疗保险(含一老一小保险), 4:补充医疗保险, 5:新型农村合作医疗, 6:城乡居民基本医疗保险, 78:以上都没有"
"qp605_s_3","医疗保险类型3","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:公费医疗, 2:城镇职工医疗保险, 3:城镇居民医疗保险(含一老一小保险), 4:补充医疗保险, 5:新型农村合作医疗, 6:城乡居民基本医疗保险, 78:以上都没有"
"qp605_s_4","医疗保险类型4","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:公费医疗, 2:城镇职工医疗保险, 3:城镇居民医疗保险(含一老一小保险), 4:补充医疗保险, 5:新型农村合作医疗, 6:城乡居民基本医疗保险, 78:以上都没有"
"qp605_s_5","医疗保险类型5","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:公费医疗, 2:城镇职工医疗保险, 3:城镇居民医疗保险(含一老一小保险), 4:补充医疗保险, 5:新型农村合作医疗, 6:城乡居民基本医疗保险, 78:以上都没有"
"qp605_s_6","医疗保险类型6","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:公费医疗, 2:城镇职工医疗保险, 3:城镇居民医疗保险(含一老一小保险), 4:补充医疗保险, 5:新型农村合作医疗, 6:城乡居民基本医疗保险, 78:以上都没有"
"qp605_a_1","享有哪些医疗保险：公费医疗","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qp605_a_2","享有哪些医疗保险：城镇职工医疗保险","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qp605_a_3","享有哪些医疗保险：城镇居民医疗保险（含一老一小保险）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qp605_a_4","享有哪些医疗保险：补充医疗保险","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qp605_a_5","享有哪些医疗保险：新型农村合作医疗","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qp605_a_6","享有哪些医疗保险：城乡居民基本医疗保险","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qp605_a_78","享有哪些医疗保险：以上都没有","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qp701n","锻炼身体的频率（次）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qp702n","锻炼时长（分钟）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qp703","锻炼感受",":"
"qp801n","蛋白质摄入","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qp802n","蔬果摄入","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qq201","过去一月您吸烟吗","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qq202","每天吸烟量（支）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qq204","是否曾经吸烟","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qq2011","开始吸烟年龄（岁）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qq205","戒烟年龄（岁）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qq301","过去一月每周喝酒过3次吗","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qq401","您是否午休","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qq402","午休时长（分）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qq403a","晚上睡觉时间（点）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qq403b","晚上睡觉时间（分）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qq400","工作日区分","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qq4010","睡眠时长（小时/天）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qq4011","工作日睡眠时长(小时/天)","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qq4012","休息日睡眠时长(小时/天)","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qq9010n","干家务时长（小时/天）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qq9011n","工作日干家务时长(小时/天)","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qq9012","休息日干家务时长(小时/天)","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qq9013","照顾孩子时长（小时/天）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qq1001","看电视,电影时长(小时/周)","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qq1002","和家人吃饭次数(晚/周)","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qq1101","是否读书","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qq1102","总阅读量（本）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qq501","能记住主要事情吗","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:只能记住一点点, 2:只能记住少数, 3:能记住一半, 4:能记住多数, 5:完全能记住"
"qn406","我感到情绪低落","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:几乎没有（不到一天）, 2:有些时候（1-2天）, 3:经常有（3-4天）, 4:大多数时候有（5-7天）"
"qn407","我觉得做任何事都很费劲","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:几乎没有（不到一天）, 2:有些时候（1-2天）, 3:经常有（3-4天）, 4:大多数时候有（5-7天）"
"qn411","我的睡眠不好","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:几乎没有（不到一天）, 2:有些时候（1-2天）, 3:经常有（3-4天）, 4:大多数时候有（5-7天）"
"qn412","我感到愉快","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:几乎没有（不到一天）, 2:有些时候（1-2天）, 3:经常有（3-4天）, 4:大多数时候有（5-7天）"
"qn414","我感到孤独","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:几乎没有（不到一天）, 2:有些时候（1-2天）, 3:经常有（3-4天）, 4:大多数时候有（5-7天）"
"qn416","我生活快乐","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:几乎没有（不到一天）, 2:有些时候（1-2天）, 3:经常有（3-4天）, 4:大多数时候有（5-7天）"
"qn418","我感到悲伤难过","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:几乎没有（不到一天）, 2:有些时候（1-2天）, 3:经常有（3-4天）, 4:大多数时候有（5-7天）"
"qn420","我觉得生活无法继续","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:几乎没有（不到一天）, 2:有些时候（1-2天）, 3:经常有（3-4天）, 4:大多数时候有（5-7天）"
"cesd20sc","CESD20SC构建分数","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"cesd8","CESD8分数","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qm201_b_2","家长会问清原因","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:从不, 2:偶尔, 3:有时, 4:经常, 5:总是"
"qm202_b_2","家长鼓励你努力去做","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:从不, 2:偶尔, 3:有时, 4:经常, 5:总是"
"qm203_b_2","家长跟你说话很和气","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:从不, 2:偶尔, 3:有时, 4:经常, 5:总是"
"qm204_b_2","家长鼓励你独立思考","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:从不, 2:偶尔, 3:有时, 4:经常, 5:总是"
"qm205_b_2","家长会跟你讲原因","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:从不, 2:偶尔, 3:有时, 4:经常, 5:总是"
"qm206_b_2","家长喜欢跟你说话","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:从不, 2:偶尔, 3:有时, 4:经常, 5:总是"
"qm207_b_2","家长问你学校的情况","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:从不, 2:偶尔, 3:有时, 4:经常, 5:总是"
"qm208_b_2","家长检查你的作业","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:从不, 2:偶尔, 3:有时, 4:经常, 5:总是"
"qm209_b_2","家长辅导你的功课","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:从不, 2:偶尔, 3:有时, 4:经常, 5:总是"
"qm210_b_2","家长给你讲故事","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:从不, 2:偶尔, 3:有时, 4:经常, 5:总是"
"qm211_b_2","家长和你一起玩乐","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:从不, 2:偶尔, 3:有时, 4:经常, 5:总是"
"qm212_b_2","家长表扬你","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:从不, 2:偶尔, 3:有时, 4:经常, 5:总是"
"qm213_b_2","家长批评你","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:从不, 2:偶尔, 3:有时, 4:经常, 5:总是"
"qm214_b_2","家长参加家长会","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:从不, 2:偶尔, 3:有时, 4:经常, 5:总是"
"qn2","与父母争吵次数（次/月）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qn201_b_2","与父母谈心次数（次/月）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qn3","过去一月父母争吵次数(次/月)","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"iwr1","字词回忆：第一轮","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"iwr2","字词回忆：第二轮","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"dwr","字词延时回忆","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"iwr","字词回忆：第一轮&第二轮","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"ns_g","数列测试结果: Guttman scale （0-15）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"ns_w","数列测试结果: W-score","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"ns_wse","数列测试结果: Standard error of W-score","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qq1011","能否独立户外活动","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qq1012","能否独立进餐","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qq1013","能否独立厨房活动","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qq1014","能够独立使用公共交通","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qq1015","能否独立购物","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qq1016","能否独立清洁卫生","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qq1017","能否独立洗衣","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qv01","14岁前健康状况","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:非常健康, 2:很健康, 3:比较健康, 4:一般, 5:不健康"
"qv02","14岁领袖气质",":"
"qv03","14岁冒险精神","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:十分不同意, 2:不同意, 3:同意, 4:十分同意, 5:既不同意也不反对, 6:不知道, 79:情况不适用"
"qv04","14岁家庭地位","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qv101a","父亲出生日期（年）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
